Category	Icon	Colour	Name	Source type	Source name	Overview pin	Zones	Requirements	Requires flying?	Added in	Projected popularity	Comments	Pins	Areas	See also
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Container	Satchel of Exotic Mysteries	~	~	Group	FALSE	Phase 1	0	These baggies were originally handed out for queueing up to random heroics with a role that was highly in demand in the dungeon finder. It is unclear at time of writing whether they will be available and how so. It is likely that you can acquire them, but only by being a tank and possibly a healer, as per Northrend Adventuring Supplies. They have a 5% chance to contain any one rare gem (30% total).			
				Quest	Myzerian's Head	19.7, 87.9	Uldum	Group, Quest	FALSE	Phase 1	0	Once you have progressed Uldum enough to blow up the Obelisk of the Moon (which is quite far in the zone), Myzerian becomes wounded and killable. He is still no easy fight, but his head can be turned in for a one-time reward of one Amberjewel, Inferno Ruby, and Ocean Sapphire.	40.0, 24.4		
				Crafted	Fire Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires three of each uncommon gem. Contains 2.6 rare gems of random colours, plus a 10% chance for a Chimera's Eye. Does not and never will contain epic gems. Very carefully research whether it is worth crafting this. Uncommon gems are widely used for levelling jewelcrafting and alchemy as well as jewelcrafting dailies. Speaking of alchemy, any alchemist can turn the same uncommon gems plus a few herbs into a guaranteed 6 rare gems, with 20% extra product if they are specialised in transmutation.			Jewelcrafting, Alicite; Jewelcrafting, Carnelian; Jewelcrafting, Hessonite; Jewelcrafting, Jasper; Jewelcrafting, Nightstone; Jewelcrafting, Zephyrite; Jewelcrafting, Amberjewel, Transmute: Amberjewel
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are hilariously bad around 0.16% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Carnelian												
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Mined	Ozruk	51.6, 51.1	~	Mining, Group	FALSE	Phase 1	0	Ozruk can be mined for 1-2 uncommon gems, should you manage to kill the unkillable.			
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are very bad around 0.8% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Chimera's Eye												
				Sold	Jewelcrafting suppliers	~	~	Jewelcrafting	FALSE	Phase 1	0	Just like in Wrath of the Lich King, jewelcrafters of skill level 475 and character level 75 may complete daily quests given by your jewelcrafting trainer to acquire a new kind of token which can be exchanged for all kinds of cool stuff, most notably Chimera's Eyes at one token each. There are three dailies to cut 3 Jaspers, Zephyrites, or Nightstones, for which you must cut them yourself while on the quest and perfects don't count; One daily to beat up elementals for 10 goo (doable in Hyjal, but being level 80 makes it much simpler to teleport there); And one daily to apply a provided item to any 10 humanoids. 			
				Crafted	Fire Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires three of each uncommon gem. Contains 2.6 rare gems of random colours, plus a 10% chance for a Chimera's Eye. Does not and never will contain epic gems. Very carefully research whether it is worth crafting this. Uncommon gems are widely used for levelling jewelcrafting and alchemy as well as jewelcrafting dailies. Speaking of alchemy, any alchemist can turn the same uncommon gems plus a few herbs into a guaranteed 6 rare gems, with 20% extra product if they are specialised in transmutation.			Jewelcrafting, Alicite; Jewelcrafting, Carnelian; Jewelcrafting, Hessonite; Jewelcrafting, Jasper; Jewelcrafting, Nightstone; Jewelcrafting, Zephyrite
			Deepholm Iolite												
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
			Demonseye												
				Crafted	Transmute: Demonseye	~	Transmutation without CD	Alchemy	FALSE	Phase 1	0	This transmute has NO cooldown, the materials are somewhat reasonable, you get 20% extra product if specialised, and it is even part of the alchemy levelling path so you may find alchemists glad to do this for you. It's just a simple and clean way to get gems.			Jewelcrafting, Nightstone; Herb, Twilight Jasmine
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Container	Satchel of Exotic Mysteries	~	~	Group	FALSE	Phase 1	0	These baggies were originally handed out for queueing up to random heroics with a role that was highly in demand in the dungeon finder. It is unclear at time of writing whether they will be available and how so. It is likely that you can acquire them, but only by being a tank and possibly a healer, as per Northrend Adventuring Supplies. They have a 5% chance to contain any one rare gem (30% total).			
				Crafted	Fire Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires three of each uncommon gem. Contains 2.6 rare gems of random colours, plus a 10% chance for a Chimera's Eye. Does not and never will contain epic gems. Very carefully research whether it is worth crafting this. Uncommon gems are widely used for levelling jewelcrafting and alchemy as well as jewelcrafting dailies. Speaking of alchemy, any alchemist can turn the same uncommon gems plus a few herbs into a guaranteed 6 rare gems, with 20% extra product if they are specialised in transmutation.			Jewelcrafting, Alicite; Jewelcrafting, Carnelian; Jewelcrafting, Hessonite; Jewelcrafting, Jasper; Jewelcrafting, Nightstone; Jewelcrafting, Zephyrite; Jewelcrafting, Amberjewel, Transmute: Demonseye
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are hilariously bad around 0.16% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Dream Emerald												
				Crafted	Transmute: Dream Emerald	~	Transmutation without CD	Alchemy	FALSE	Phase 1	0	This transmute has NO cooldown, the materials are very reasonable, you get 20% extra product if specialised, and it is even part of the alchemy levelling path so you may find alchemists glad to do this for you. It's just a simple and clean way to get gems.			Jewelcrafting, Jasper; Herb, Stormvine
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Container	Satchel of Exotic Mysteries	~	~	Group	FALSE	Phase 1	0	These baggies were originally handed out for queueing up to random heroics with a role that was highly in demand in the dungeon finder. It is unclear at time of writing whether they will be available and how so. It is likely that you can acquire them, but only by being a tank and possibly a healer, as per Northrend Adventuring Supplies. They have a 5% chance to contain any one rare gem (30% total).			
				Crafted	Fire Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires three of each uncommon gem. Contains 2.6 rare gems of random colours, plus a 10% chance for a Chimera's Eye. Does not and never will contain epic gems. Very carefully research whether it is worth crafting this. Uncommon gems are widely used for levelling jewelcrafting and alchemy as well as jewelcrafting dailies. Speaking of alchemy, any alchemist can turn the same uncommon gems plus a few herbs into a guaranteed 6 rare gems, with 20% extra product if they are specialised in transmutation.			Jewelcrafting, Alicite; Jewelcrafting, Carnelian; Jewelcrafting, Hessonite; Jewelcrafting, Jasper; Jewelcrafting, Nightstone; Jewelcrafting, Zephyrite; Jewelcrafting, Amberjewel, Transmute: Dream Emerald
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are hilariously bad around 0.16% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Elven Peridot												
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
			Ember Topaz												
				Crafted	Transmute: Ember Topaz	~	Transmutation without CD	Alchemy	FALSE	Phase 1	0	This transmute has NO cooldown, the materials are very reasonable, you get 20% extra product if specialised, and it is even part of the alchemy levelling path so you may find alchemists glad to do this for you. It's just a simple and clean way to get gems.			Jewelcrafting, Hessonite; Herb, Cinderbloom
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Container	Satchel of Exotic Mysteries	~	~	Group	FALSE	Phase 1	0	These baggies were originally handed out for queueing up to random heroics with a role that was highly in demand in the dungeon finder. It is unclear at time of writing whether they will be available and how so. It is likely that you can acquire them, but only by being a tank and possibly a healer, as per Northrend Adventuring Supplies. They have a 5% chance to contain any one rare gem (30% total).			
				Crafted	Fire Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires three of each uncommon gem. Contains 2.6 rare gems of random colours, plus a 10% chance for a Chimera's Eye. Does not and never will contain epic gems. Very carefully research whether it is worth crafting this. Uncommon gems are widely used for levelling jewelcrafting and alchemy as well as jewelcrafting dailies. Speaking of alchemy, any alchemist can turn the same uncommon gems plus a few herbs into a guaranteed 6 rare gems, with 20% extra product if they are specialised in transmutation.			Jewelcrafting, Alicite; Jewelcrafting, Carnelian; Jewelcrafting, Hessonite; Jewelcrafting, Jasper; Jewelcrafting, Nightstone; Jewelcrafting, Zephyrite; Jewelcrafting, Amberjewel, Transmute: Ember Topaz
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are hilariously bad around 0.16% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Hessonite												
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Mined	Ozruk	51.6, 51.1	~	Mining, Group	FALSE	Phase 1	0	Ozruk can be mined for 1-2 uncommon gems, should you manage to kill the unkillable.			
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are very bad around 0.8% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Inferno Ruby												
				Crafted	Transmute: Inferno Ruby	~	Transmutation without CD	Alchemy	FALSE	Phase 1	0	This transmute has NO cooldown, the materials are very reasonable, you get 20% extra product if specialised, and it is even part of the alchemy levelling path so you may find alchemists glad to do this for you. It's just a simple and clean way to get gems.			Jewelcrafting, Carnelian; Herb, Heartblossom
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Container	Satchel of Exotic Mysteries	~	~	Group	FALSE	Phase 1	0	These baggies were originally handed out for queueing up to random heroics with a role that was highly in demand in the dungeon finder. It is unclear at time of writing whether they will be available and how so. It is likely that you can acquire them, but only by being a tank and possibly a healer, as per Northrend Adventuring Supplies. They have a 5% chance to contain any one rare gem (30% total).			
				Quest	Myzerian's Head	19.7, 87.9	Uldum	Group, Quest	FALSE	Phase 1	0	Once you have progressed Uldum enough to blow up the Obelisk of the Moon (which is quite far in the zone), Myzerian becomes wounded and killable. He is still no easy fight, but his head can be turned in for a one-time reward of one Amberjewel, Inferno Ruby, and Ocean Sapphire.	40.0, 24.4		
				Crafted	Fire Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires three of each uncommon gem. Contains 2.6 rare gems of random colours, plus a 10% chance for a Chimera's Eye. Does not and never will contain epic gems. Very carefully research whether it is worth crafting this. Uncommon gems are widely used for levelling jewelcrafting and alchemy as well as jewelcrafting dailies. Speaking of alchemy, any alchemist can turn the same uncommon gems plus a few herbs into a guaranteed 6 rare gems, with 20% extra product if they are specialised in transmutation.			Jewelcrafting, Alicite; Jewelcrafting, Carnelian; Jewelcrafting, Hessonite; Jewelcrafting, Jasper; Jewelcrafting, Nightstone; Jewelcrafting, Zephyrite; Jewelcrafting, Amberjewel, Transmute: Inferno Ruby
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are hilariously bad around 0.16% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Jasper												
				Drop	Giant Sack	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Mor'Lek the Dismantler and Kaulema the Mover, respectively in front of the stairs above the Coil (where you used to hand in enchantments) and two right turns uphill from Mor'Lek, this bag contains an average of 11.4 Elementium Ore and two of either Nightstone, Jasper, or Zephyrite. It can be obtained from each of the two trolls per instance. If you don't kill an actual boss, even though Zul'Gurub requires Heroic difficulty, you can simply reset the instance and kill them again.	53.2, 62.8; 56.6, 55.7		
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Mined	Ozruk	51.6, 51.1	~	Mining, Group	FALSE	Phase 1	0	Ozruk can be mined for 1-2 uncommon gems, should you manage to kill the unkillable.			
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are very bad around 0.8% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Lava Coral												
				Container	Elementium-Coated Geode	~	~	Group	FALSE	Phase 4	0	Killing the Madness of Deathwing on normal or heroic will award everyone in the raid with an Essence of Corrupted Deathwing whose only use is buying an Elementium-Coated Geode. It will always contain exactly one of Lava Coral, Queen's Garnet, or Shadow Spinel.			
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
			Lightstone												
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
			Nightstone												
				Drop	Giant Sack	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Mor'Lek the Dismantler and Kaulema the Mover, respectively in front of the stairs above the Coil (where you used to hand in enchantments) and two right turns uphill from Mor'Lek, this bag contains an average of 11.4 Elementium Ore and two of either Nightstone, Jasper, or Zephyrite. It can be obtained from each of the two trolls per instance. If you don't kill an actual boss, even though Zul'Gurub requires Heroic difficulty, you can simply reset the instance and kill them again.	53.2, 62.8; 56.6, 55.7		
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Mined	Ozruk	51.6, 51.1	~	Mining, Group	FALSE	Phase 1	0	Ozruk can be mined for 1-2 uncommon gems, should you manage to kill the unkillable.			
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are very bad around 0.8% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Ocean Sapphire												
				Crafted	Transmute: Ocean Sapphire	~	Transmutation without CD	Alchemy	FALSE	Phase 1	0	This transmute has NO cooldown, the materials are very reasonable, you get 20% extra product if specialised, and it is even part of the alchemy levelling path so you may find alchemists glad to do this for you. It's just a simple and clean way to get gems.			Jewelcrafting, Zephyrite; Herb, Azshara's Veil
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Container	Satchel of Exotic Mysteries	~	~	Group	FALSE	Phase 1	0	These baggies were originally handed out for queueing up to random heroics with a role that was highly in demand in the dungeon finder. It is unclear at time of writing whether they will be available and how so. It is likely that you can acquire them, but only by being a tank and possibly a healer, as per Northrend Adventuring Supplies. They have a 5% chance to contain any one rare gem (30% total).			
				Quest	Myzerian's Head	19.7, 87.9	Uldum	Group, Quest	FALSE	Phase 1	0	Once you have progressed Uldum enough to blow up the Obelisk of the Moon (which is quite far in the zone), Myzerian becomes wounded and killable. He is still no easy fight, but his head can be turned in for a one-time reward of one Amberjewel, Inferno Ruby, and Ocean Sapphire.	40.0, 24.4		
				Crafted	Fire Prism	~	~	Jewelcrafting	FALSE	Phase 1	0	20 hour cooldown. Requires three of each uncommon gem. Contains 2.6 rare gems of random colours, plus a 10% chance for a Chimera's Eye. Does not and never will contain epic gems. Very carefully research whether it is worth crafting this. Uncommon gems are widely used for levelling jewelcrafting and alchemy as well as jewelcrafting dailies. Speaking of alchemy, any alchemist can turn the same uncommon gems plus a few herbs into a guaranteed 6 rare gems, with 20% extra product if they are specialised in transmutation.			Jewelcrafting, Alicite; Jewelcrafting, Carnelian; Jewelcrafting, Hessonite; Jewelcrafting, Jasper; Jewelcrafting, Nightstone; Jewelcrafting, Zephyrite; Jewelcrafting, Amberjewel, Transmute: Ocean Sapphire
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are hilariously bad around 0.16% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
			Queen's Garnet												
				Container	Elementium-Coated Geode	~	~	Group	FALSE	Phase 4	0	Killing the Madness of Deathwing on normal or heroic will award everyone in the raid with an Essence of Corrupted Deathwing whose only use is buying an Elementium-Coated Geode. It will always contain exactly one of Lava Coral, Queen's Garnet, or Shadow Spinel.			
				Container	Crystalline Geode			Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
			Shadow Spinel												
				Container	Elementium-Coated Geode	~	~	Group	FALSE	Phase 4	0	Killing the Madness of Deathwing on normal or heroic will award everyone in the raid with an Essence of Corrupted Deathwing whose only use is buying an Elementium-Coated Geode. It will always contain exactly one of Lava Coral, Queen's Garnet, or Shadow Spinel.			
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
			Shadowspirit Diamond												
				Crafted	Shadowspirit Diamond	~	~	~	FALSE	Phase 1	0	This transmute has NO cooldown and produces 2 Diamonds per craft. Alchemists specialised in transmutation produce 20% extra product. The materials kinda suck given the gems can also be transmuted into rare gems or used in jewelcrafting dailies, but since this is the ONLY source of Shadowspirit Diamonds, what else will you do.			Jewelcrafting, Alicite; Jewelcrafting, Carnelian; Jewelcrafting, Hessonite; Jewelcrafting, Jasper; Jewelcrafting, Nightstone; Jewelcrafting, Zephyrite
			Zephyrite												
				Drop	Giant Sack	78.6, 87.4	Zul'Gurub	Group	FALSE	Phase 2	0	Dropped by Mor'Lek the Dismantler and Kaulema the Mover, respectively in front of the stairs above the Coil (where you used to hand in enchantments) and two right turns uphill from Mor'Lek, this bag contains an average of 11.4 Elementium Ore and two of either Nightstone, Jasper, or Zephyrite. It can be obtained from each of the two trolls per instance. If you don't kill an actual boss, even though Zul'Gurub requires Heroic difficulty, you can simply reset the instance and kill them again.	53.2, 62.8; 56.6, 55.7		
				Prospected	Obsidium Ore, Elementium Ore, Pyrite Ore	~	Prospecting	Jewelcrafting	FALSE	Phase 1	0	See table for drop chances. Note the percentages are for finding one or two of a particular gem. You will always find something and sometimes find two gems of some rarities.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
				Mined	Ozruk	51.6, 51.1	~	Mining, Group	FALSE	Phase 1	0	Ozruk can be mined for 1-2 uncommon gems, should you manage to kill the unkillable.			
				Container	Crystalline Geode	26.4, 85.7	~	Group	FALSE	Phase 4	0	Killing one of the first seven bosses in Dragonsoul on either difficulty will award everyone in the raid with a Mote of Darkness whose only use is buying Crystalline Geodes. Their content is not amazing, but hey, free gems.			
				Mined	Any Cataclysm ore node	~	Any	Mining	FALSE	Phase 1	0	Odds are very bad around 0.8% per node, just an occasional bonus on top of ore.			Metal, Obsidium Ore; Metal, Elementium Ore; Metal, Pyrite Ore
Leather	Savage Leather	#b45f06													
			Blackened Dragonscale												
				Skinned	Cataclysm dragons	~	~	Skinning	FALSE	Phase 1	1	Odds to skin one or more scales go up the higher the dragonkin is in level and if it is elite. However, unless you are already running a dungeon and picking the scraps, you are likely better off farming regular dragons out in the open world.			
			Deepsea Scale												
				Drop	Tor-Tun	78.6, 87.4	Zul'Gurub	Skinning, Group	FALSE	Phase 2	0	Reportedly, Tor-Tun can be struck by frost cauldrons multiple times, making them simple to kill or even solo. They drop an average of 6 Earth, but you should bring a skinner if possible as they have very valuable skin. You can reset and go again if no actual bosses have been killed.	46.0, 55.6		
				Skinned	King Crawler	16.0, 79.5	Feralas	Skinning	TRUE	Phase 1	2	Despite being in Feralas, the crawlers are level 83 or 84. They are clustered together and simple to kill where most other mobs dropping Deepsea Scales are underwater. They even have one of the highest drop rates for Deepsea Scales, which is interesting because crabs don't have scales.		75.8, 68.2; 75.8, 74.0; 73.6, 75.6; 68.2, 76.8; 67.0, 75.6; 66.6, 69.0; 68.2, 74.8; 71.4, 72.6; 72.0, 69.0	
				Skinned	Any wet Cataclysm mob	~	Any	Skinning	FALSE	Phase 1	1	The best zone for Deepsea Scales is without a doubt Vashj'ir, where there are the most fishies and you can most easily move between them. If a mob is located in or around water and can be skinned, it will probably drop them.			
			Heavy Savage Leather												
				Crafted	Heavy Savage Leather	~	~	Leatherworking	FALSE	Phase 1	0	5 regular Leather create one Heavy.			Leather, Savage Leather
				Fished	Sealed Crate: Tol Barad	~	Tol Barad Peninsula	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. Beware unpleasant members of the other faction. Can only be fished on the Peninsula, the northern contested area.			
				Fished	Sealed Crate: Darkmoon Island	~	Darkmoon Island	Fishing	FALSE	Phase 1	2	Fished from Shipwreck Debris. Contains primarily cloth and a smattering of other goodies. The Darkmoon Island's crates have a different drop table with more faire food. The pools can also contain mounts, so beware competition.			
			Pristine Hide												
				Sold	Leatherworking Suppliers	~	~	~	FALSE	Phase 1	0	Sold at 10 Heavy Savage Leather each, meaning 50 regular Savage Leather, this is the simple and quick way to get any Hides you need.			
				Skinned	Any Cataclysm mob	~	~	Skinning	FALSE	Phase 1	1	While any mob theoretically may have been observed to once drop a Pristine Hide, you can easily skin a thousand mobs and never see one. It can be skinned, but if you are looking for Pristine Hides, you would be better off trading the leather you get.			Leather, Pristine Hide, Leatherworking Suppliers
			Savage Leather												
				Drop	Tor-Tun	78.6, 87.4	Zul'Gurub	Skinning, Group	FALSE	Phase 2	0	Reportedly, Tor-Tun can be struck by frost cauldrons multiple times, making them simple to kill or even solo. They drop an average of 6 Earth, but you should bring a skinner if possible as they have very valuable skin. You can reset and go again if no actual bosses have been killed.	46.0, 55.6		
				Skinned	Any Cataclysm mob	~	Any	Skinning	FALSE	Phase 1	1	See Wowhead comments for some lovely suggestions of where best to skin. The fact of the matter is, efficiency is leather per time, so mobs with slightly worse drops that you can more easily kill with less competition may be a better source. Make sure that you skin high-level beasties in Uldum and up and don't worry too much about finding a perfect spot instead of one that works well for you.			
				Crafted	Savage Leather Scraps	~	~	~	FALSE	Phase 1	0	Scraps serve no purpose other than combining five at a time into leather and are usually less efficient to come by than straight leather. If you have Leatherworking below skill 450, you may get some easy points from doing this. This also means Scraps may be more expensive than the Leather they make, so if you are just combining for the Leather, make sure to check auction house prices of both.			Leather, Savage Leather Scraps
			Savage Leather Scraps												
				Skinned	Low level Cataclysm mobs	~	~	Skinning	FALSE	Phase 1	1	Most mobs in Mount Hyjal, Vashj'ir, and some in Deepholm will provide you with Scraps.			
Meat and Fish	Basilisk "Liver"	#980000													
			Albino Cavefish												
